Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,ARD Version,Units,Collection Number,UL Corner Lat DMS,UL Corner Long DMS,UR Corner Lat DMS,UR Corner Long DMS,LR Corner Lat DMS,LR Corner Long DMS,LL Corner Lat DMS,LL Corner Long DMS,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,Display ID,Entity ID
LE07_CU_003012_20200429_20210504_02,2020/04/29,CU,3,12,2021/05/04,76.9942,1.0515,0,94.1478,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200429_20210504_02,LE07_CU_003012_20200429_20210504_02
LC08_CU_003012_20200430_20210504_02,2020/04/30,CU,3,12,2021/05/04,59.2107,1.7279,0.0043,2.4436,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200430_20210504_02,LC08_CU_003012_20200430_20210504_02
LE07_CU_003012_20200501_20210504_02,2020/05/01,CU,3,12,2021/05/04,22.1274,3.9618,0.0354,78.9763,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200501_20210504_02,LE07_CU_003012_20200501_20210504_02
LC08_CU_003012_20200507_20210504_02,2020/05/07,CU,3,12,2021/05/04,16.8694,2.8864,0.0001,90.4708,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200507_20210504_02,LC08_CU_003012_20200507_20210504_02
LE07_CU_003012_20200508_20210504_02,2020/05/08,CU,3,12,2021/05/04,21.1863,4.3838,0.0043,20.1971,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200508_20210504_02,LE07_CU_003012_20200508_20210504_02
LC08_CU_003012_20200509_20210504_02,2020/05/09,CU,3,12,2021/05/04,35.1406,1.2828,0,76.6095,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200509_20210504_02,LC08_CU_003012_20200509_20210504_02
LE07_CU_003012_20200515_20210504_02,2020/05/15,CU,3,12,2021/05/04,0.0163,0.0393,0,93.9346,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200515_20210504_02,LE07_CU_003012_20200515_20210504_02
LC08_CU_003012_20200516_20210504_02,2020/05/16,CU,3,12,2021/05/04,1.2621,1.3117,0,1.6882,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200516_20210504_02,LC08_CU_003012_20200516_20210504_02
LE07_CU_003012_20200517_20210504_02,2020/05/17,CU,3,12,2021/05/04,32.4455,4.7186,0.0021,79.3313,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200517_20210504_02,LE07_CU_003012_20200517_20210504_02
LC08_CU_003012_20200523_20210504_02,2020/05/23,CU,3,12,2021/05/04,2.1687,3.5458,0,88.0573,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200523_20210504_02,LC08_CU_003012_20200523_20210504_02
LE07_CU_003012_20200524_20210504_02,2020/05/24,CU,3,12,2021/05/04,19.6344,3.3649,0.0001,20.0337,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200524_20210504_02,LE07_CU_003012_20200524_20210504_02
LC08_CU_003012_20200525_20210504_02,2020/05/25,CU,3,12,2021/05/04,13.4914,3.1258,0,77.8197,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200525_20210504_02,LC08_CU_003012_20200525_20210504_02
LE07_CU_003012_20200531_20210504_02,2020/05/31,CU,3,12,2021/05/04,99.8886,0.1114,0,93.8546,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200531_20210504_02,LE07_CU_003012_20200531_20210504_02
LC08_CU_003012_20200601_20210504_02,2020/06/01,CU,3,12,2021/05/04,62.6081,3.9984,0.0076,1.4809,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200601_20210504_02,LC08_CU_003012_20200601_20210504_02
LE07_CU_003012_20200602_20210504_02,2020/06/02,CU,3,12,2021/05/04,93.0202,2.171,0.001,79.325,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200602_20210504_02,LE07_CU_003012_20200602_20210504_02
LC08_CU_003012_20200608_20210504_02,2020/06/08,CU,3,12,2021/05/04,5.277,3.2825,0,88.1463,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200608_20210504_02,LC08_CU_003012_20200608_20210504_02
LE07_CU_003012_20200609_20210504_02,2020/06/09,CU,3,12,2021/05/04,0.1822,0.2496,0,20.2355,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200609_20210504_02,LE07_CU_003012_20200609_20210504_02
LC08_CU_003012_20200610_20210504_02,2020/06/10,CU,3,12,2021/05/04,0.0118,0.0097,0,77.4576,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200610_20210504_02,LC08_CU_003012_20200610_20210504_02
LE07_CU_003012_20200616_20210504_02,2020/06/16,CU,3,12,2021/05/04,99.9105,0.0239,0,94.1838,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200616_20210504_02,LE07_CU_003012_20200616_20210504_02
LC08_CU_003012_20200617_20210504_02,2020/06/17,CU,3,12,2021/05/04,58.2593,5.4592,0,1.6502,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200617_20210504_02,LC08_CU_003012_20200617_20210504_02
LE07_CU_003012_20200618_20210504_02,2020/06/18,CU,3,12,2021/05/04,82.8158,0.9933,0,78.8739,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200618_20210504_02,LE07_CU_003012_20200618_20210504_02
LC08_CU_003012_20200624_20210504_02,2020/06/24,CU,3,12,2021/05/04,76.8683,2.4246,0,88.3491,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200624_20210504_02,LC08_CU_003012_20200624_20210504_02
LE07_CU_003012_20200625_20210504_02,2020/06/25,CU,3,12,2021/05/04,78.382,4.8248,0,20.406,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200625_20210504_02,LE07_CU_003012_20200625_20210504_02
LC08_CU_003012_20200626_20210504_02,2020/06/26,CU,3,12,2021/05/04,16.2933,1.1415,0,77.2623,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200626_20210504_02,LC08_CU_003012_20200626_20210504_02
LE07_CU_003012_20200702_20210504_02,2020/07/02,CU,3,12,2021/05/04,2.9594,3.2145,0,94.4498,LANDSAT_7,ETM,1,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200702_20210504_02,LE07_CU_003012_20200702_20210504_02
LC08_CU_003012_20200703_20210504_02,2020/07/03,CU,3,12,2021/05/04,2.6084,1.0821,0,1.6566,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200703_20210504_02,LC08_CU_003012_20200703_20210504_02
LE07_CU_003012_20200704_20210504_02,2020/07/04,CU,3,12,2021/05/04,0.1477,0.2112,0,78.6413,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200704_20210504_02,LE07_CU_003012_20200704_20210504_02
LC08_CU_003012_20200710_20210504_02,2020/07/10,CU,3,12,2021/05/04,5.8242,6.9095,0,88.3218,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200710_20210504_02,LC08_CU_003012_20200710_20210504_02
LE07_CU_003012_20200711_20210504_02,2020/07/11,CU,3,12,2021/05/04,4.0654,0.7353,0,20.5006,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200711_20210504_02,LE07_CU_003012_20200711_20210504_02
LC08_CU_003012_20200712_20210504_02,2020/07/12,CU,3,12,2021/05/04,0.0082,0.0072,0,77.3808,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200712_20210504_02,LC08_CU_003012_20200712_20210504_02
LE07_CU_003012_20200718_20210504_02,2020/07/18,CU,3,12,2021/05/04,35.3804,9.3244,0,94.3907,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200718_20210504_02,LE07_CU_003012_20200718_20210504_02
LC08_CU_003012_20200719_20210504_02,2020/07/19,CU,3,12,2021/05/04,35.4572,4.4513,0,1.5973,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200719_20210504_02,LC08_CU_003012_20200719_20210504_02
LE07_CU_003012_20200720_20210504_02,2020/07/20,CU,3,12,2021/05/04,30.8129,1.5442,0,78.5404,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200720_20210504_02,LE07_CU_003012_20200720_20210504_02
LC08_CU_003012_20200726_20210504_02,2020/07/26,CU,3,12,2021/05/04,62.8428,0.9642,0,87.9796,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200726_20210504_02,LC08_CU_003012_20200726_20210504_02
LE07_CU_003012_20200727_20210504_02,2020/07/27,CU,3,12,2021/05/04,49.1502,2.1282,0,20.4683,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200727_20210504_02,LE07_CU_003012_20200727_20210504_02
LC08_CU_003012_20200728_20210504_02,2020/07/28,CU,3,12,2021/05/04,33.246,0.7991,0,77.9144,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200728_20210504_02,LC08_CU_003012_20200728_20210504_02
LE07_CU_003012_20200803_20210504_02,2020/08/03,CU,3,12,2021/05/04,60.1676,0.6615,0,94.3527,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200803_20210504_02,LE07_CU_003012_20200803_20210504_02
LC08_CU_003012_20200804_20210504_02,2020/08/04,CU,3,12,2021/05/04,58.7264,3.934,0,1.4346,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200804_20210504_02,LC08_CU_003012_20200804_20210504_02
LE07_CU_003012_20200805_20210504_02,2020/08/05,CU,3,12,2021/05/04,34.3261,2.8419,0,78.574,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200805_20210504_02,LE07_CU_003012_20200805_20210504_02
LC08_CU_003012_20200811_20210504_02,2020/08/11,CU,3,12,2021/05/04,55.6147,3.4804,0,87.4044,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200811_20210504_02,LC08_CU_003012_20200811_20210504_02
LE07_CU_003012_20200812_20210504_02,2020/08/12,CU,3,12,2021/05/04,19.0785,6.893,0,20.4047,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200812_20210504_02,LE07_CU_003012_20200812_20210504_02
LC08_CU_003012_20200813_20210504_02,2020/08/13,CU,3,12,2021/05/04,77.6043,15.0769,0.0122,78.4661,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200813_20210504_02,LC08_CU_003012_20200813_20210504_02
LE07_CU_003012_20200819_20210504_02,2020/08/19,CU,3,12,2021/05/04,0.1239,0.2003,0,94.2543,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200819_20210504_02,LE07_CU_003012_20200819_20210504_02
LC08_CU_003012_20200820_20210504_02,2020/08/20,CU,3,12,2021/05/04,12.4053,2.3495,0,1.4328,LANDSAT_8,OLI_TIRS,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LC08_CU_003012_20200820_20210504_02,LC08_CU_003012_20200820_20210504_02
LE07_CU_003012_20200821_20210504_02,2020/08/21,CU,3,12,2021/05/04,15.8842,1.928,0,78.7021,LANDSAT_7,ETM,2,WGS84,AEA,02,METERS,02,34°39'19.98"N,119°24'33.05"W,34°39'19.98"N,117°26'24.36"W,33°02'11.47"N,117°26'24.36"W,33°02'11.47"N,119°24'33.05"W,34.65555,-119.40918,34.65555,-117.44010,33.03652,-117.44010,33.03652,-119.40918,LE07_CU_003012_20200821_20210504_02,LE07_CU_003012_20200821_20210504_02
